param maxNode := 15;
param moduleCapacity := 1000;

param: Links: link_nodeA link_nodeZ link_moduleCost :=
1 1 6 1
2 1 7 1
3 1 8 1
4 2 3 1
5 2 5 1
6 2 6 1
7 3 5 1
8 3 8 1
9 4 5 1
10 4 6 1
11 6 13 1
12 7 10 1
13 7 14 1
14 8 9 1
15 8 15 1
16 9 10 1
17 9 12 1
18 9 15 1
19 10 12 1
20 11 13 1
21 11 14 1
22 13 14 1
;

param: Demands: demand_nodeA demand_nodeZ demand_maxPath demand_volume :=
1 1 2 20 5981.0
2 1 3 20 816.0
3 1 4 20 563.0
4 1 5 20 431.0
5 1 6 20 1592.0
6 1 7 20 444.0
7 1 8 20 576.0
8 1 9 20 491.0
9 1 10 20 563.0
10 1 11 20 252.0
11 1 12 20 695.0
12 1 13 20 324.0
13 1 14 20 1556.0
14 1 15 20 695.0
15 2 1 20 7132.0
16 2 3 20 2644.0
17 2 4 20 2239.0
18 2 5 20 755.0
19 2 6 20 6102.0
20 2 7 20 1832.0
21 2 8 20 4930.0
22 2 9 20 253.0
23 2 10 20 1952.0
24 2 11 20 755.0
25 2 12 20 1090.0
26 2 13 20 563.0
27 2 14 20 419.0
28 2 15 20 1855.0
29 3 1 20 977.0
30 3 2 20 3151.0
31 3 4 20 312.0
32 3 5 20 240.0
33 3 6 19 252.0
34 3 7 20 38.0
35 3 8 20 1149.0
36 3 9 20 85.0
37 3 10 20 97.0
38 3 11 20 97.0
39 3 12 20 145.0
40 3 13 20 85.0
41 3 14 20 37.0
42 3 15 20 431.0
43 4 1 20 678.0
44 4 2 20 2675.0
45 4 3 20 370.0
46 4 5 20 982.0
47 4 6 20 922.0
48 4 7 20 72.0
49 4 8 20 158.0
50 4 9 20 72.0
51 4 10 20 240.0
52 4 11 20 145.0
53 4 12 20 145.0
54 4 13 20 1521.0
55 4 14 20 157.0
56 4 15 20 192.0
57 5 1 20 512.0
58 5 2 20 905.0
59 5 3 20 286.0
60 5 4 20 1177.0
61 5 6 20 98.0
62 5 7 20 37.0
63 5 8 20 120.0
64 5 9 20 61.0
65 5 10 20 61.0
66 5 11 20 37.0
67 5 12 20 86.0
68 5 13 20 85.0
69 5 14 20 38.0
70 5 15 20 86.0
71 6 1 20 1903.0
72 6 2 20 7275.0
73 6 3 19 298.0
74 6 4 20 1106.0
75 6 5 20 121.0
76 6 7 20 97.0
77 6 8 19 874.0
78 6 9 20 86.0
79 6 10 20 575.0
80 6 11 20 181.0
81 6 12 20 132.0
82 6 13 20 158.0
83 6 14 20 240.0
84 6 15 20 264.0
85 7 1 20 536.0
86 7 2 20 2189.0
87 7 3 20 49.0
88 7 4 20 84.0
89 7 5 20 48.0
90 7 6 20 120.0
91 7 8 19 61.0
92 7 9 20 265.0
93 7 10 20 193.0
94 7 11 20 97.0
95 7 12 20 60.0
96 7 13 20 61.0
97 7 14 20 73.0
98 7 15 20 192.0
99 8 1 20 691.0
100 8 2 20 5884.0
101 8 3 20 1368.0
102 8 4 20 192.0
103 8 5 20 143.0
104 8 6 19 1047.0
105 8 7 19 73.0
106 8 9 20 204.0
107 8 10 19 181.0
108 8 11 20 97.0
109 8 12 20 145.0
110 8 13 20 157.0
111 8 14 20 241.0
112 8 15 20 516.0
113 9 1 20 584.0
114 9 2 20 299.0
115 9 3 20 108.0
116 9 4 20 84.0
117 9 5 20 73.0
118 9 6 20 108.0
119 9 7 20 322.0
120 9 8 20 250.0
121 9 10 20 204.0
122 9 11 20 73.0
123 9 12 20 276.0
124 9 13 20 61.0
125 9 14 20 120.0
126 9 15 20 252.0
127 10 1 20 678.0
128 10 2 20 2331.0
129 10 3 20 120.0
130 10 4 20 286.0
131 10 5 20 73.0
132 10 6 20 690.0
133 10 7 20 228.0
134 10 8 19 215.0
135 10 9 20 250.0
136 10 11 20 419.0
137 10 12 20 1209.0
138 10 13 20 910.0
139 10 14 20 1137.0
140 10 15 20 670.0
141 11 1 20 298.0
142 11 2 20 905.0
143 11 3 20 120.0
144 11 4 20 180.0
145 11 5 20 49.0
146 11 6 20 215.0
147 11 7 20 120.0
148 11 8 20 120.0
149 11 9 20 84.0
150 11 10 20 500.0
151 11 12 20 240.0
152 11 13 20 612.0
153 11 14 20 384.0
154 11 15 20 157.0
155 12 1 20 833.0
156 12 2 20 1298.0
157 12 3 20 180.0
158 12 4 20 179.0
159 12 5 20 108.0
160 12 6 20 156.0
161 12 7 20 72.0
162 12 8 20 179.0
163 12 9 20 334.0
164 12 10 20 1439.0
165 12 11 20 286.0
166 12 13 20 97.0
167 12 14 20 97.0
168 12 15 20 934.0
169 13 1 20 393.0
170 13 2 20 678.0
171 13 3 20 107.0
172 13 4 20 1819.0
173 13 5 20 107.0
174 13 6 20 192.0
175 13 7 20 72.0
176 13 8 20 191.0
177 13 9 20 72.0
178 13 10 20 1082.0
179 13 11 20 727.0
180 13 12 20 121.0
181 13 14 20 313.0
182 13 15 20 193.0
183 14 1 20 1855.0
184 14 2 20 500.0
185 14 3 20 48.0
186 14 4 20 191.0
187 14 5 20 49.0
188 14 6 20 286.0
189 14 7 20 85.0
190 14 8 20 287.0
191 14 9 20 143.0
192 14 10 20 1355.0
193 14 11 20 464.0
194 14 12 20 120.0
195 14 13 20 370.0
196 14 15 20 97.0
197 15 1 20 833.0
198 15 2 20 2212.0
199 15 3 20 512.0
200 15 4 20 227.0
201 15 5 20 108.0
202 15 6 20 321.0
203 15 7 20 227.0
204 15 8 20 619.0
205 15 9 20 299.0
206 15 10 20 797.0
207 15 11 20 191.0
208 15 12 20 1118.0
209 15 13 20 228.0
210 15 14 20 120.0
;

set Demand_pathLinks[1,1] := 1 6 ;
set Demand_pathLinks[1,2] := 3 8 4 ;
set Demand_pathLinks[1,3] := 1 10 9 5 ;
set Demand_pathLinks[1,4] := 3 8 7 5 ;
set Demand_pathLinks[1,5] := 2 13 22 11 6 ;
set Demand_pathLinks[1,6] := 1 10 9 7 4 ;
set Demand_pathLinks[1,7] := 3 8 7 9 10 6 ;
set Demand_pathLinks[1,8] := 2 13 21 20 11 6 ;
set Demand_pathLinks[1,9] := 2 12 16 14 8 4 ;
set Demand_pathLinks[1,10] := 2 13 22 11 10 9 5 ;
set Demand_pathLinks[1,11] := 2 12 16 18 15 8 4 ;
set Demand_pathLinks[1,12] := 2 12 19 17 14 8 4 ;
set Demand_pathLinks[1,13] := 2 12 16 14 8 7 5 ;
set Demand_pathLinks[1,14] := 3 14 16 12 13 22 11 6 ;
set Demand_pathLinks[1,15] := 2 13 21 20 11 10 9 5 ;
set Demand_pathLinks[1,16] := 2 13 22 11 10 9 7 4 ;
set Demand_pathLinks[1,17] := 2 12 16 18 15 8 7 5 ;
set Demand_pathLinks[1,18] := 2 12 19 17 18 15 8 4 ;
set Demand_pathLinks[1,19] := 2 12 19 17 14 8 7 5 ;
set Demand_pathLinks[1,20] := 1 11 22 13 12 16 14 8 4 ;
set Demand_pathLinks[2,1] := 3 8 ;
set Demand_pathLinks[2,2] := 1 6 4 ;
set Demand_pathLinks[2,3] := 1 10 9 7 ;
set Demand_pathLinks[2,4] := 1 6 5 7 ;
set Demand_pathLinks[2,5] := 2 12 16 14 8 ;
set Demand_pathLinks[2,6] := 1 10 9 5 4 ;
set Demand_pathLinks[2,7] := 2 12 19 17 14 8 ;
set Demand_pathLinks[2,8] := 2 12 16 18 15 8 ;
set Demand_pathLinks[2,9] := 2 13 22 11 6 4 ;
set Demand_pathLinks[2,10] := 2 12 19 17 18 15 8 ;
set Demand_pathLinks[2,11] := 2 13 22 11 10 9 7 ;
set Demand_pathLinks[2,12] := 2 13 21 20 11 6 4 ;
set Demand_pathLinks[2,13] := 2 13 22 11 6 5 7 ;
set Demand_pathLinks[2,14] := 1 11 22 13 12 16 14 8 ;
set Demand_pathLinks[2,15] := 2 13 22 11 10 9 5 4 ;
set Demand_pathLinks[2,16] := 2 13 21 20 11 10 9 7 ;
set Demand_pathLinks[2,17] := 2 13 21 20 11 6 5 7 ;
set Demand_pathLinks[2,18] := 3 14 16 12 13 22 11 6 4 ;
set Demand_pathLinks[2,19] := 1 11 22 13 12 16 18 15 8 ;
set Demand_pathLinks[2,20] := 2 13 21 20 11 10 9 5 4 ;
set Demand_pathLinks[3,1] := 1 10 ;
set Demand_pathLinks[3,2] := 3 8 7 9 ;
set Demand_pathLinks[3,3] := 1 6 5 9 ;
set Demand_pathLinks[3,4] := 2 13 22 11 10 ;
set Demand_pathLinks[3,5] := 3 8 4 5 9 ;
set Demand_pathLinks[3,6] := 1 6 4 7 9 ;
set Demand_pathLinks[3,7] := 3 8 4 6 10 ;
